Name,Restaurant_Type,Address,Zip_Code,Phone
Café Lutetia,Bistro,Jüdenstr. 10,13597 Berlin–Spandau,(030) 353 066 13
Call a Pizza,Pizzaservice,Schönwalder Str. 66,13585 Berlin–Spandau,(030) 333 609 9
Call a Pizza,Pizzaservice,Seeburger Str. 47,13581 Berlin–Spandau,(030) 332 301 4
Charlotte,Internationales Restaurant,Charlottenstr. 14a,13597 Berlin–Spandau,None
China-Restaurant Macao,Chinesisches Restaurant,Breite Str. 37,13597 Berlin–Spandau,(030) 333 812 6
Croatia-Eck,Kroatisches Restaurant,Pichelsdorfer Str. 107,13595 Berlin–Spandau,(030) 331 351 9
Cruise-In Diner,Amerikanisches Restaurant,Päwesiner Weg 25a,13581 Berlin–Spandau,(030) 351 301 30
Der Österreicher in Staaken,Oesterreichisches Restaurant,Hauptstr. 6,13591 Berlin–Spandau,(030) 364 874 8
Ditsch,Fast Food,Klosterstr. 3,13581 Berlin–Spandau,None
El Manuel,Spanisches Restaurant,Sandstr. 37,13593 Berlin–Spandau,(030) 369 968 76
Evergreen,Chinesisches Restaurant,Magistratsweg 31,13593 Berlin–Spandau,(030) 363 349 1
Gandhi,Indisches Restaurant,Stresowplatz 11,13597 Berlin–Spandau,(030) 351 034 35
Gaststätte G7,Deutsches Restaurant,Gatower Str. 7,13595 Berlin–Spandau,(030) 355 031 07
Hasir,Tuerkisches Restaurant,Breite Str. 43,13597 Berlin–Spandau,None
Heidekrug,Kroatisches Restaurant,Am Heideberg 14,13591 Berlin–Spandau,(030) 366 370 6
Isola Verde,Pizzeria,Breite Str. 46,13597 Spandau,(030) 333 594 9
Jagdhaus Spandau Gastronomiebetriebs GmbH,Deutsches Restaurant,Niederneuendorfer Allee 80,13587 Berlin–Spandau,(030) 336 044 94
Restaurant Kaiserhof,Deutsches Restaurant,Stresowstr. 2,13597 Berlin–Spandau,(030) 331 604 8
Kapitän's Kajüte,Internationales Restaurant,Alt-Gatow 23,14089 Berlin–Spandau,(030) 440 390 60
KFC Kentucky Fried Chicken,Fast Food,Gatower Str. 56,13595 Berlin–Spandau,(030) 364 131 34
KFC Kentucky Fried Chicken,Fast Food,Klosterstr. 3,13581 Berlin–Spandau,(030) 333 087 40
Khuong Vu Hong,Imbiss,Gartenfelder Str. 87,13599 Berlin–Spandau,(030) 339 391 97
Gaststätte Kleine Badewiese,Deutsches Restaurant,Am Wiesenhaus 4,14089 Berlin–Spandau,(030) 362 419 8
La Amistad,Internationales Restaurant,Weißenburger Str. 13a,13595 Berlin–Spandau,(030) 369 929 28
La Bottega Da Franco,Italienisches Restaurant,Breite Str. 56,13597 Berlin–Spandau,(030) 367 501 71
La Diva,Internationales Restaurant,Aalemannufer 31,13587 Berlin–Spandau,None
La Riviera,Italienisches Restaurant,Imchenallee 48,14089 Berlin–Spandau,(030) 365 438 1
Landhaus Perle,Deutsches Restaurant,Falkenseer Damm 17,13585 Berlin–Spandau,(030) 339 390 65
Mali Raj,Kroatisches Restaurant,Gartenfelder Str. 119,13599 Berlin–Spandau,(030) 334 571 9
Man-Far,Chinesisches Restaurant,Brunsbütteler Damm 260,13581 Berlin–Spandau,(030) 366 136 3
Mara Carbo - Steakhouse & BBQ Ranch,Steakhaus,Kladower Damm 100,14089 Berlin–Spandau,None
Schlemmer-Paradies,Imbiss,Am Juliusturm 13,13599 Berlin–Spandau,(030) 339 385 97
McDonald's,Fast Food,Charlottenburger Chaussee 49,13597 Berlin–Spandau,(030) 308 104 44
McDonald's,Fast Food,Heerstr. 660-666,13591 Berlin–Spandau,(030) 364 037 80
McDonald's,Fast Food,Klosterstr. 3,13581 Berlin–Spandau,(030) 351 318 49
McDonald's,Fast Food,Am Juliusturm 40-46,13599 Berlin–Spandau,(030) 354 029 20
Mehek,Indisches Restaurant,Schönwalder Str. 22,13585 Berlin–Spandau,(030) 336 525 2
Meilenstein,Internationales Restaurant,Am Juliusturm 104,13597 Berlin–Spandau,(030) 346 230 60
Oberdorfer Krug,Deutsches Restaurant,Torweg 156,13591 Berlin–Spandau,(030) 366 425 1
Omonia-Treff,Griechisches Restaurant,Schönwalder Str. 111,13585 Berlin–Spandau,(030) 336 162 1
Thanh Phu Nguyen,Vietnamesisches Restaurant,Jüdenstr. 17,13597 Berlin–Spandau,(030) 333 777 7
Phuong Dong,Vietnamesisches Restaurant,Breite Str. 20,13597 Berlin–Spandau,(030) 311 615 96
PIzza Max,Pizzaservice,Achenbachstr. 11 - 13585,13585 Berlin–Spandau,(030) 333 045 1
Pizza Max,Pizzaservice,Pichelsdorfer Str. 96,13595 Berlin–Spandau,(030) 351 333 30
Pizzeria Da Peppe,Pizzeria,Falkenseer Chaussee 262,13583 Berlin–Spandau,(030) 378 147 8
Pizzeria Giuseppe,Pizzaservice,Pichelsdorfer Str. 77,13595 Berlin–Spandau,(030) 361 524 5
Portofino,Italienisches Restaurant,Pichelsdorfer Str. 65,13595 Berlin–Spandau,(030) 332 929 6
Raj Mahaal,Indisches Restaurant,Siemensdamm 43-44,13629 Berlin–Spandau,(030) 383 077 52
Ramazzotti,Italienisches Restaurant,Ruhlebener Str. 18,13597 Berlin–Spandau,(030) 351 340 33
Raymons - Das Fischrestaurant,Fischrestaurant,Frieda-Arnheim-Promenade 7,13585 Berlin–Spandau,(030) 548 427 43
Restaurant Stammhaus,Deutsches Restaurant,Rohrdamm 24b,13629 Berlin–Spandau,(030) 381 211 0
Restaurant VietTonic,Asiatisches Restaurant,Pichelsdorfer Str. 143,13595 Berlin–Spandau,(030) 331 469 8
Ristorante Cappuccino,Italienisches Restaurant,Alt-Gatow 1-3,14089 Berlin–Spandau,(030) 369 922 63
Ristorante Nuovo Arcino's,Italienisches Restaurant,Wilhelmstr. 89,13593 Berlin–Spandau,(030) 361 493 5
Ristorante Pizzeria Pescara,Italienisches Restaurant,Falkenhagener Str. 1,13585 Berlin–Spandau,(030) 335 408 1
Romiosini Spandau,Griechisches Restaurant,Seegefelder Str. 134,13583 Berlin–Spandau,(030) 372 179 7
Salt & Pepper,Internationales Restaurant,Wilhelmstr. 147,13595 Berlin–Spandau,(030) 500 140 34
Salt'n'Sugar,Internationales Restaurant,Breitehornweg 36,14089 Berlin–Spandau,None
Satt und Selig,Internationales Restaurant,Carl-Schurz-Str. 47,13597 Berlin–Spandau,(030) 367 538 77
Shankara,Indisches Restaurant,Wilhelmstr. 1,13595 Berlin–Spandau,(030) 265 878 83
Simplé Restaurant,Asiatisches Restaurant,Heerstraße 419,13593 Berlin–Spandau,(030) 279 861 78
Solti,Indisches Restaurant,Roonstr. 16,13585 Berlin–Spandau,(030) 530 485 03
Steakhaus Nonnendamm,Steakhaus,Nonnendammallee 98,13629 Berlin–Spandau,(030) 382 502 3
Steakhouse Buenos Aires,Steakhaus,Pichelsdorfer Str. 51,13595 Berlin–Spandau,(030) 362 922 5
Restaurant Stilbruch,Deutsches Restaurant,Eiswerderstr. 22,13585 Berlin–Spandau,(030) 335 055 80
Subway,Fast Food,Seegefelder Str. 1,13597 Berlin–Spandau,(030) 330 966 52
Subway,Fast Food,Nonnendammallee 119,13629 Berlin–Spandau,(030) 688 381 13
Sy Restaurant,Vietnamesisches Restaurant,Breite Str. 33-34,13597 Berlin–Spandau,(030) 470 161 21
Tele Pizza,Pizzaservice,Seeburger Str. 11,13581 Berlin–Spandau,(030) 339 775 66
The Pizza Club,Pizzeria,Seegefelder Str. 75,13583 Berlin–Spandau,(030) 239 002 86
Trattoria Alberto,Italienisches Restaurant,Sakrower Landstr. 26,14089 Berlin–Spandau,(030) 369 911 56
Trattoria Casa Mia,Mediterranes Restaurant,Carl-Schurz-Str. 53,13597 Berlin–Spandau,(030) 983 671 12
Trattoria La Posta,Italienisches Restaurant,Weinmeisterhornweg 42,13595 Berlin–Spandau,None
Vinh Loc,Asiatisches Restaurant,Pichelsdorfer Str. 49,13595 Berlin–Spandau,(030) 339 367 87
WineryFood,Italienisches Restaurant,Hugo-Cassirer-Str. 26,13587 Berlin–Spandau,(030) 233 837 94
Adria Grill,Kroatisches Restaurant,Kaiser-Wilhelm-Str. 55,12247 Berlin–Steglitz,(030) 772 589 5
Akiko Sushi,Sushirestaurant,Ahornstr. 32,12163 Berlin–Steglitz,(030) 797 445 64
Al Dente,Italienisches Restaurant,Königsberger Str. 7,12207 Berlin–Steglitz,(030) 768 857 30
Bao Vietnamese Cooking,Vietnamesisches Restaurant,Hindenburgdamm 57a,12203 Berlin–Steglitz,(030) 832 034 83
Bei Maria,Kroatisches Restaurant,Kaiser-Wilhelm-Str. 129a,12247 Berlin–Steglitz,(030) 486 290 60
Burger King Beteiligungs GmbH,Fast Food,Ostpreußendamm 62,12207 Berlin–Steglitz,(030) 766 872 57
Call a Pizza,Pizzaservice,Birkbuschstraße 39,12167 Berlin–Steglitz,(030) 771 208 0
Chandi Restaurant,Indisches Restaurant,Albrechtstr. 52,12167 Berlin–Steglitz,(030) 984 127 63
China-Restaurant Golden Garden,Chinesisches Restaurant,Heinersdorfer Str. 19a,12209 Berlin–Steglitz,(030) 773 936 20
Chirag,Indisches Restaurant,Unter den Eichen 42-43,12203 Berlin–Steglitz,(030) 843 189 41
Curry Wolf Berlin GmbH,Imbiss,Schloßstr. 17a,12163 Berlin–Steglitz,(030) 339 373 39
Die dollen Knollen,Imbiss,Albrechtstraße 36,12167 Berlin–Steglitz,(030) 896 121 12
Domino's Pizza Deutschland GmbH,Pizzaservice,Hindenburgdamm 3,12203 Berlin–Steglitz,(030) 810 304 66
Dosa King,Indisches Restaurant,Schildhornstr. 98,12163 Berlin–Steglitz,(030) 897 301 57
Englers Restaurant,Europaeisches Restaurant,Englerallee 42,14195 Berlin–Steglitz,(030) 303 642 36
Fanous,Persisches Restaurant,Düppelstr. 38,12163 Berlin–Steglitz,(030) 265 772 00
Feng Yuan,Chinesisches Restaurant,Kaiser-Wilhelm-Straße 8,12247 Berlin–Steglitz,(030) 834 386 2
Feuerbach,Internationales Restaurant,Schöneberger Str. 14,12163 Berlin–Steglitz,(030) 850 754 84
Friedhards,Deutsches Restaurant,Königsberger Str. 46,12207 Berlin–Steglitz,(030) 772 085 00
Fu Li Lai,Chinesisches Restaurant,Erlenstraße 19,12167 Berlin–Steglitz,(030) 280 343 01
Groschen Keller,Berliner Restaurant,Bismarckstr. 7,12157 Berlin–Steglitz,(030) 795 198 7
Hee Lam Mun,Chinesisches Restaurant,Grunewaldstr. 23,12165 Berlin–Steglitz,(030) 823 636 7
Hoppegarten,Deutsches Restaurant,Schloßstr. 56,12165 Berlin–Steglitz,(030) 791 837 8
Hoshi Sushi,Sushirestaurant,Deitmerstr. 14,12163 Berlin–Steglitz,(030) 700 969 05
Il Mergellina,Italienisches Restaurant,Lepsiusstr. 36,12163 Berlin–Steglitz,(030) 245 373 27
Il Mulino,Italienisches Restaurant,Adolf-Martens-Str. 2,12205 Berlin–Steglitz,(030) 832 779 3
Jungbluth,Deutsches Restaurant,Lepsiusstr. 63,12163 Berlin–Steglitz,(030) 797 896 05
Kebab House,Imbiss,Steglitzer Damm 14,12169 Berlin–Steglitz,(030) 797 439 13
Krasselt’s Imbiss Berlin,Imbiss,Steglitzer Damm 22,12169 Berlin–Steglitz,(030) 796 914 7
La Fattoria,Italienisches Restaurant,Grunewaldstr. 8,12165 Berlin–Steglitz,(030) 791 466 5
La Malga,Italienisches Restaurant,Hindenburgdamm 96b,12203 Berlin–Steglitz,(030) 834 198 1
La Marianna,Italienisches Restaurant,Feuerbachstr. 63,12163 Berlin–Steglitz,(030) 855 964 7
La Parrilla,Steakhaus,Albrechtstr. 11,12165 Berlin–Steglitz,None
La Ronda,Italienisches Restaurant,Steglitzer Damm 90,12169 Berlin–Steglitz,(030) 796 710 5
Litehouse,Internationales Restaurant,Baseler Str. 10,12205 Berlin–Steglitz,(030) 844 399 81
Mai Phai,Thailaendisches Restaurant,Feuerbachstr. 16,12163 Berlin–Steglitz,(030) 792 284 5
Inh. Issa Hareb,Pizzaservice,Albrechtstr. 114,12167 Berlin–Steglitz,(030) 797 082 30
McDonald's,Fast Food,Schloßstr. 117,12163 Berlin–Steglitz,(030) 791 237 4
Mr. Hai Life,Vietnamesisches Restaurant,Albrechtstr. 131,12165 Berlin–Steglitz,None
Nea Olympia,Griechisches Restaurant,Unter den Eichen 88,12205 Berlin–Steglitz,(030) 831 312 5
Nirwana,Indisches Restaurant,Schloßstr. 48a,12165 Berlin–Steglitz,(030) 793 165 9
Nostos,Griechisches Restaurant,Oberhofer Platz 9a,12209 Berlin–Steglitz,(030) 648 285 86
Osteria Angelini,Italienisches Restaurant,Schloßstraße 54,12165 Berlin–Steglitz,None
Osteria Maria,Italienisches Restaurant,Leydenallee 79,12167 Berlin–Steglitz,(0172) 300 008 0
Pesetas,Spanisches Restaurant,Unter den Eichen 112a,12203 Berlin–Steglitz,(030) 843 191 61
Pesetas 1,Spanisches Restaurant,Unter den Eichen 112a,12203 Berlin–Steglitz,(030) 843 191 61
Ristorante Piazza Venezia,Italienisches Restaurant,Zimmermannstr. 7,12163 Berlin–Steglitz,(030) 797 071 09
Pizza Bulls,Pizzaservice,Kaiser-Wilhelm-Str. 38,12247 Berlin–Steglitz,(030) 772 067 67
Pizza Max,Pizzaservice,Buhrowstr. 1,12167 Berlin–Steglitz,(030) 834 506 4
Pizzeria Il Campo,Italienisches Restaurant,Feldstraße 1,12207 Berlin–Steglitz,(030) 712 403 4
Restaurant Landhaus im Botanischen Garten,Deutsches Restaurant,Unter den Eichen 5-10 - im Botanischen Garten,12203 Berlin–Steglitz,(030) 767 221 88
Restaurant Le Canard,Franzoesisches Restaurant,Klingsorstr. 8,12167 Berlin–Steglitz,(030) 984 244 65
Restaurant Opera,Mediterranes Restaurant,Leonorenstr. 18,12247 Berlin–Steglitz,(030) 609 337 27
Ristorante Fratelli,Italienisches Restaurant,Schützenstr. 54,12165 Berlin–Steglitz,(030) 887 620 45
Ristorante Il Campo,Italienisches Restaurant,Feldstr. 1,12207 Berlin–Steglitz,(030) 712 403 4
Ristorante Marinella,Italienisches Restaurant,Unter den Eichen 94,12205 Berlin–Steglitz,(030) 831 278 8
Royal Garden,Chinesisches Restaurant,Osdorfer Str. 26,12207 Berlin–Steglitz,(030) 818 523 32
S1 Burger,Imbiss,Hans-Sachs-Str. 4d,12205 Berlin–Steglitz,(0157) 761 023 75
Sale e Pane,Italienisches Restaurant,Markelstr. 52,12163 Berlin–Steglitz,(030) 797 479 11
Schlosspark-Grill,Kroatisches Restaurant,Bäkestr. 9,12207 Berlin–Steglitz,(030) 833 565 3
Sichuan,Chinesisches Restaurant,Albrechtstr. 92,12167 Berlin–Steglitz,(030) 797 892 28
Sombrero,Mexikanisches Restaurant,Wrangelstr. 11-12,12165 Berlin–Steglitz,(030) 797 434 09
Sunny Saigon,Thailaendisches Restaurant,Unter den Eichen 108,12203 Berlin–Steglitz,None
Sushi Club,Sushirestaurant,Düppelstr. 41,12163 Berlin–Steglitz,(030) 503 663 65
Taverna Sirtaki,Griechisches Restaurant,Kaiser-Wilhelm-Str. 130,12247 Berlin–Steglitz,(030) 774 933 2
Tele Pizza,Pizzaservice,Hindenburgdamm 78,12203 Berlin–Steglitz,(030) 890 628 28
Tiger Club,Veganes Restaurant,Deitmerstr. 13,12163 Berlin–Steglitz,(030) 200 773 03
Tomasa Lichterfelde,Internationales Restaurant,Bäkestr. 15,12207 Berlin–Steglitz,(030) 772 909 5
Trattoria Felino,Italienisches Restaurant,Birkbuschstraße 7,12165 Berlin–Steglitz,None
Trattoria Romana,Italienisches Restaurant,Unter den Eichen 84d,12205 Berlin–Steglitz,(030) 832 207 41
Udagawa,Japanisches Restaurant,Feuerbachstr. 24,12163 Berlin–Steglitz,(030) 792 237 3
Unser Feines Restaurant,Deutsches Restaurant,Ringstr. 49a,12205 Berlin–Steglitz,(030) 810 582 45
Weihenstephaner Lichterfelde,Bayerisches Restaurant,Hans-Sachs-Str. 5,12205 Berlin–Steglitz,(030) 756 331 02
Weißes Rössl,Bayerisches Restaurant,Heinersdorfer Str. 15,12209 Berlin–Steglitz,(030) 772 303 0
Inh. Jonas Bergmann,Mexikanisches Restaurant,Steglitzer Damm 19,12169 Berlin–Steglitz,(030) 643 187 70
Zeus Restaurant,Griechisches Restaurant,Finckensteinallee 62,12205 Berlin–Steglitz,(030) 833 081 2
Zur Bratpfanne,Imbiss,Schloßstr. - Ecke Kieler Str.,12163 Berlin–Steglitz,(030) 797 883 60
Aaina,Indisches Restaurant,Tempelhofer Damm 216,12099 Berlin–Tempelhof,(030) 720 125 89
Al Tavolaccio,Italienisches Restaurant,Lichtenrader Damm 100,12305 Berlin–Tempelhof,(030) 707 641 74
Amma Restaurant,Indisches Restaurant,Kirchhainer Damm 1,12309 Berlin–Tempelhof,(030) 554 623 43
Amma Restaurant,Indisches Restaurant,Tempelhofer Damm 214,12099 Berlin–Tempelhof,(030) 754 433 66
BalliBurger,Burger,Tempelhofer Damm. 143,12099 Berlin–Tempelhof,(030) 710 968 82
Bambusstäbchen,Asiatisches Restaurant,Tempelhofer Damm 140,12099 Berlin–Tempelhof,(030) 956 057 57
Bergterrasse Marienhöhe,Deutsches Restaurant,Marienhöher Weg 30,12105 Berlin–Tempelhof,(030) 753 283 9
Blanke Helle,Deutsches Restaurant,Kaiserin-Augusta-Str. 44,12103 Berlin–Tempelhof,(030) 753 397 6
Bruno,Italienisches Restaurant,Friedrich-Wilhelm-Str. 67,12103 Berlin–Tempelhof,(030) 751 775 6
Burger Hütte,Burger,Mariendorfer Damm 61,12109 Berlin–Tempelhof,(030) 544 374 47
Burger King Beteiligungs GmbH,Fast Food,Nahmitzer Damm 12,12277 Berlin–Tempelhof,(030) 757 747 80
Burger King,Fast Food,Tempelhofer Damm 28-30,12101 Berlin–Tempelhof,(030) 746 849 13
Call a Pizza,Pizzaservice,Mariendorfer Damm 430,12107 Berlin–Tempelhof,(030) 762 888 63
Casa Nuova Berlin,Mediterranes Restaurant,Wenckebachstr. 15,12099 Berlin–Tempelhof,(030) 757 651 40
China-Town,Chinesisches Restaurant,Mariendorfer Damm 442,12107 Berlin–Tempelhof,(030) 741 069 69
Curry Wolf Berlin GmbH,Imbiss,Bahnhofstr. 15,12305 Berlin–Tempelhof,(030) 339 373 39
Dalmacija Restaurant,Kroatisches Restaurant,Hildburghauser Str. 62,12279 Berlin–Tempelhof,None
Deseado Steakhaus,Steakhaus,Tauernallee 6,12107 Berlin–Tempelhof,(030) 741 317 1
Ditsch,Fast Food,Tempelhofer Damm 106,12099 Berlin–Tempelhof,(030) 720 127 26
Ditsch,Fast Food,Tempelhofer Damm 227,12099 Berlin–Tempelhof,(030) 743 069 65
Domino's Pizza,Pizzaservice,Mariendorfer Damm 103,12109 Berlin–Tempelhof,(030) 742 068 88
Domino's Pizza Deutschland GmbH,Pizzaservice,Tempelhofer Damm 206,12099 Berlin–Tempelhof,(030) 683 250 580
Durbar,Indisches Restaurant,Dudenstr. 15,10965 Berlin–Tempelhof,(030) 785 067 6
Fero's Pizzeria,Pizzaservice,Schwalbenweg 7,12109 Berlin–Tempelhof,(030) 670 691 16
Flame Diner,Amerikanisches Restaurant,Zehrensdorfer Str. 9,12277 Berlin–Tempelhof,(030) 280 360 23
Gasthaus Koch,Deutsches Restaurant,Friedrich-Wilhelm-Str. 68,12103 Berlin–Tempelhof,(030) 755 903 4
Gasthof Zur Grünen Linde,Deutsches Restaurant,Alt-Marienfelde 28,12277 Berlin–Tempelhof,(030) 721 484 7
Karma,Indisches Restaurant,Eisenacher Str. 57,12109 Berlin–Tempelhof,None
Kebap Haus,Imbiss,Mariendorfer Damm 103,12109 Berlin–Tempelhof,(030) 742 064 00
KFC Kentucky Fried Chicken,Fast Food,Mariendorfer Damm 292,12107 Berlin–Tempelhof,(030) 641 664 62
Konoba BG,Kroatisches Restaurant,Kaiserin-Augusta-Str. 52,12103 Berlin–Tempelhof,(030) 751 314 2
La Maria,Italienisches Restaurant,Alt-Lichtenrade 45,12305 Berlin–Tempelhof,(030) 701 765 62
La Piccola Cantina,Italienisches Restaurant,Eisenacher Str. 8,12109 Berlin–Tempelhof,(030) 983 547 39
La Santa Lucha Cumbiera,Mexikanisches Restaurant,Alarichstr. 12-17,12105 Berlin–Tempelhof,None
L'Amore,Italienisches Restaurant,Germaniastr. 3,12099 Berlin–Tempelhof,(030)  752 017 0
Lucky Sushi,Sushirestaurant,Mariendorfer Damm 410,12107 Berlin–Tempelhof,(030) 740 793 88
Marti Fischrestaurant,Fischrestaurant,Tempelhofer Damm 227 - im Tempelhofer Hafen,12099 Berlin–Tempelhof,(0178) 614 202 2
McDonald's,Fast Food,Alboinstr. 4,12103 Berlin–Tempelhof,(030) 760 087 12
McDonald's,Fast Food,Werner-Voß-Damm 62,12101 Berlin–Tempelhof,(030) 788 961 55
McDonald's,Fast Food,Buckower Chaussee 100-102,12277 Berlin–Tempelhof,(030) 723 257 64
McDonald's,Fast Food,Großbeerenstr. 22,12107 Berlin–Tempelhof,(030) 200 515 97
Meer und Mehr,Fischrestaurant,Manfred-von-Richthofen-Str. 13,12101 Berlin–Tempelhof,(030) 915 773 49
Meyman Gourmet,Tuerkisches Restaurant,Tempelhofer Damm 201,12099 Berlin–Tempelhof,(030) 713 015 98
Muncheese,Pizzaservice,Friedrich-Karl-Str. 17,12103 Berlin–Tempelhof,(030) 754 476 76
Mustang Restaurant,Internationales Restaurant,Mariendorfer Damm 296,12107 Berlin–Tempelhof,None
Nuova Masseria,Italienisches Restaurant,Marienfelder Allee 20,12277 Berlin–Tempelhof,(030) 720 193 07
Pho 36,Vietnamesisches Restaurant,Lichtenrader Damm 10,12305 Berlin–Tempelhof,(030) 742 265 7
Pizza Max,Pizzaservice,Marienfelder Allee 61-63,12277 Berlin–Tempelhof,(030) 775 606 1
Pizza Max,Pizzaservice,Friedrich-Karl-Str. 5,12103 Berlin–Tempelhof,(030) 751 807 6
Il Forno,Pizzaservice,Buckower Chaussee 162,12305 Berlin–Tempelhof,(030) 743 082 80
Pizzeria Yasmin,Pizzaservice,Tempelhofer Damm 124,12099 Berlin–Tempelhof,(030) 755 829 8
Remise No1,Deutsches Restaurant,Mariendorfer Damm 88-90,12109 Berlin–Tempelhof,(0163) 221 736 2
Restaurant Adlermühle,Internationales Restaurant,Mariendorfer Damm 320,12107 Berlin–Tempelhof,(030) 741 221 9
Restaurant Aristoteles,Griechisches Restaurant,Königstr. 44,12105 Berlin–Tempelhof,(030) 706 448 6
Restaurant Attila,Internationales Restaurant,Burgemeisterstr. 32-34,12103 Berlin–Tempelhof,None
Restaurant Meteora,Griechisches Restaurant,Lichtenrader Damm 26,12305 Berlin–Tempelhof,(030) 743 098 20
Rice & More,Panasiatisches Restaurant,Großbeerenstr. 51,12107 Berlin–Tempelhof,(030) 208 315 59
Ristorante Colombina,Italienisches Restaurant,Marienfelder Allee 146,12279 Berlin–Tempelhof,(030) 721 601 6
Split,Kroatisches Restaurant,Marienfelder Allee 201,12279 Berlin–Tempelhof,(030) 721 297 1
Subway,Fast Food,Tempelhofer Damm 227,12099 Berlin–Tempelhof,(030) 710 966 99
Tandoori Nawab,Indisches Restaurant,Mariendorfer Damm 100,12109 Berlin–Tempelhof,None
The Burger Bar,Burger,Tempelhofer Damm 227,12099 Berlin–Tempelhof,(030) 257 903 30
Trattoria Da Pizzo,Italienisches Restaurant,Eythstr. 45,12105 Berlin–Tempelhof,None
Trattoria Geppetto,Italienisches Restaurant,Bacharacher Str. 31,12099 Berlin–Tempelhof,(030) 419 907 92
Yoko Sushi,Sushirestaurant,Tempelhofer Damm 128,12099 Berlin–Tempelhof,(030) 720 100 06
Yumi,Sushirestaurant,Lichtenrader Damm 61,12305 Berlin–Tempelhof,(030) 889 455 92
Zur Linde,Kroatisches Restaurant,Kirchhainer Damm 37,12309 Berlin–Tempelhof,(030) 744 555 8
Alex,Internationales Restaurant,Potsdamer Str. 4,10785 Berlin–Tiergarten,(030) 230 979 50
Alverdes,Internationales Restaurant,Stromstr. 10b,10555 Berlin–Tiergarten,None
Ambar,Mexikanisches Restaurant,Bochumer Str. 5,10555 Berlin–Tiergarten,(030) 397 409 15
Ambrosius,Deutsches Restaurant,Karl-Heinrich-Ulrichs-Straße 14,10785 Berlin–Tiergarten,None
An Nam,Thailaendisches Restaurant,Gotzkowskystraße 10,10555 Berlin–Tiergarten,None
Angkor Wat,Asiatisches Restaurant,Paulstr. 22,10557 Berlin–Tiergarten,(030) 393 392 2
Angon,Vietnamesisches Restaurant,Gotzkowskystraße 23,10555 Berlin–Tiergarten,None
Arema,Deutsches Restaurant,Birkenstr. 30,10551 Berlin–Tiergarten,(030) 501 857 36
Ayan Filipino Streetfood,Asiatisches Restaurant,Potsdamer Str. 69,10785 Berlin–Tiergarten,(030) 239 136 57
Bogazici,Tuerkisches Restaurant,Turmstr. 47a,10551 Berlin–Tiergarten,(030) 395 293 2
Buchkantine,Bistro,Dortmunder Str. 1,10555 Berlin–Tiergarten,None
Burger King Beteiligungs GmbH,Fast Food,Europaplatz 1 - EG Ausgang Washingtonplatz,10557 Berlin–Tiergarten,(030) 206 178 323
Burger King Beteiligungs GmbH,Fast Food,Potsdamer Str. 114,10785 Berlin–Tiergarten,(030) 263 911 81
Burger King Beteiligungs GmbH,Fast Food,Straße des 17.Juni 100,10557 Berlin–Tiergarten,(030) 397 468 68
burgerme Franchise GmbH,Burger,Gotzkowskystraße 7,10555 Berlin–Tiergarten,(030) 467 247 467
Call a Pizza,Pizzaservice,Alt-Moabit 108,10559 Berlin–Tiergarten,(030) 391 905 7
Carl & Sophie Spree Restaurant,Deutsches Restaurant,Alt-Moabit 99,10559 Berlin–Tiergarten,(030) 399 207 98
Corroboree Café Restaurant Bar,Internationales Restaurant,Bellevuestraße 5 - Sony Center,10785 Berlin–Tiergarten,(030) 261 017 05
Crunch Kantine,Veganes Restaurant,Siemensstr. 16,10551 Berlin–Tiergarten,(01573) 242 861 0
Dalmacija Grill,Kroatisches Restaurant,Potsdamer Str. 84,10785 Berlin–Tiergarten,(030) 261 399 1
Delphin Fisch & Steak,Fischrestaurant,Putlitzstraße 1,10551 Berlin–Tiergarten,(030) 200 977 80
Der Schmarrnkaiser,Oesterreichisches Restaurant,Arminiusstr. 2-4 - Arminiusmarkthalle,10551 Berlin–Tiergarten,None
Alt-Berliner Gasthaus Dicker Engel,Deutsches Restaurant,Birkenstr. 44,10551 Berlin–Tiergarten,(030) 398 090 03
Die Löffelei,Bistro,Potsdamer Str. 73,10785 Berlin–Tiergarten,(030) 263 948 98
Ditsch,Fast Food,Europaplatz 1 - Hauptbahnhof,10557 Berlin–Tiergarten,None
Domino's Pizza Deutschland GmbH,Pizzaservice,Potsdamer Str. 70,10785 Berlin–Tiergarten,(030) 531 460 51
Domino's Pizza Deutschland GmbH,Pizzaservice,Alt-Moabit 79,10555 Berlin–Tiergarten,(030) 680 717 00
Effe & Gold,Fast Food,Washington Platz 3,10557 Berlin–Tiergarten,None
El-Reda,Libanesisches Restaurant,Huttenstr. 69-70,10553 Berlin–Tiergarten,(030) 391 111 9
Ergün's Fischbude,Fischrestaurant,Lüneburger Str. 382,10557 Berlin–Tiergarten,(030) 397 573 7
Facil,Gourmetrestaurant,Potsdamer Str. 3 - im The Mandala Hotel,10785 Berlin–Tiergarten,(030) 590 051 234
Five Guys,Fast Food,Potsdamer Platz 11,10785 Berlin–Tiergarten,None
Golvet,Internationales Restaurant,Potsdamer Str. 58,10785 Berlin–Tiergarten,(030) 890 642 22
Hähnchengrill,Imbiss,Turmstr. 82,10551 Berlin–Tiergarten,(030) 399 423 8
Hans im Glück,Bistro,Europaplatz 1,10557 Berlin–Tiergarten,(030) 239 309 03
